,x,y,In Circle
0,0.22600799297797858,0.5911651262499619,True
1,0.06078076486818351,0.3771441767397453,True
2,0.06047415969703929,0.6558324720198324,True
3,0.3903954916134833,0.09485371668426756,True
4,0.1353858287076749,0.8220369850775598,True
5,0.6168456025438162,0.5558407845959024,True
6,0.37438985049059825,0.04127103182813463,True
7,0.6659695292925636,0.4848689052576606,True
8,0.9312466199531919,0.41374881920341655,False
9,0.5198586321347415,0.23243608065141463,True
10,0.21593527276234858,0.2841478573070232,True
11,0.8127762400600193,0.5183842067512924,True
12,0.46375079921647033,0.6820478374966754,True
13,0.08001714465127052,0.8204769888797925,True
14,0.7256125667159347,0.9740023559241732,False
15,0.45784766984080527,0.5192023161511565,True
16,0.9664219164550981,0.08370661991193806,True
17,0.7771290581407364,0.3811701920599012,True
18,0.6532026980624818,0.7887620543462163,False
19,0.4361181653244346,0.7989253950360282,True
20,0.7874783892848822,0.26980168063510845,True
21,0.6112439849734975,0.9267077854371618,False
22,0.5128208179244653,0.6126250703087806,True
23,0.006304939438924295,0.5107208377427163,True
24,0.6018605480599072,0.9144113600751823,False
25,0.7314429771495279,0.5435186845903031,True
26,0.9378703678631808,0.005313144603573905,True
27,0.1547508352421615,0.05890586718141044,True
28,0.2951126933056828,0.8216979521836384,True
29,0.872364798075355,0.22718316271116978,True
30,0.9684611566663465,0.9637979632330363,False
31,0.18476801889293393,0.21499861687366473,True
32,0.3157225094885072,0.08818921207052399,True
33,0.18238680288053566,0.16818901508640094,True
34,0.3385603321757301,0.70717743101631,True
35,0.4435740580491172,0.13995516964363963,True
36,0.612346695337246,0.07216131686542471,True
37,0.2871596358573685,0.00811964097061224,True
38,0.7674880957260296,0.721670470169752,False
39,0.31254015719867845,0.22962746063247574,True
40,0.11254522410142176,0.397851162788729,True
41,0.30694708445173613,0.19696377886975092,True
42,0.26422385146932337,0.24055903605171602,True
43,0.8544949468224058,0.4802835262035272,True
44,0.7497229817721296,0.9013970904400468,False
45,0.024128482957990194,0.610240711419577,True
46,0.05526799705465946,0.3784913884208796,True
47,0.7795231911824555,0.3066856400677127,True
48,0.6856834251706904,0.897059395375645,False
49,0.36902908995261174,0.29401674728386895,True
50,0.8525530062713975,0.7571849261217188,False
51,0.5099862322298965,0.7408165419137135,True
52,0.36194791832105533,0.0016632865637652428,True
53,0.9356191633679722,0.6524416522419503,False
54,0.03913498589922193,0.006789796200988962,True
55,0.7345521425875601,0.6949697335516316,False
56,0.5698584928170721,0.3550034546239971,True
57,0.39674117549192345,0.4993041921225285,True
58,0.05889884888484709,0.4181949465197182,True
59,0.29000148372493517,0.45013728333518244,True
60,0.6628952395351587,0.78778219214439,False
61,0.1844437596603168,0.6072495553156635,True
62,0.7912651060919534,0.34824495985321124,True
63,0.7318124810722176,0.975565028312776,False
64,0.9757142235227884,0.92578201405795,False
65,0.7278877481516824,0.8717025358675375,False
66,0.6681287610781673,0.6668351559339992,True
67,0.3756868381857198,0.27156221307790396,True
68,0.5193426955994278,0.24928851694314957,True
69,0.893531753257323,0.4886008314913123,False
70,0.7531256200269638,0.3549150583638434,True
71,0.5245450795081243,0.12782294138693262,True
72,0.7398088524104867,0.27055298728118027,True
73,0.15953776999598623,0.17895318094806745,True
74,0.8437861158756295,0.1328774963012238,True
75,0.7137191995125565,0.9919819721417094,False
76,0.7714979461153354,0.6421625827558851,False
77,0.939873640634775,0.3927455852921339,False
78,0.36015895538369636,0.5216860710901067,True
79,0.05444494560054591,0.568801002886734,True
80,0.5348091770530147,0.8800332467725558,False
81,0.11026932875385376,0.8017501626643979,True
82,0.416193517024843,0.5502390348606601,True
83,0.2795661783123996,0.09451778579682413,True
84,0.1812527103051409,0.06332445812724186,True
85,0.47878330797467017,0.41835494300085385,True
86,0.8535951103093009,0.32337387740739443,True
87,0.4396972853331834,0.016016779252412072,True
88,0.39274974654041883,0.9365214048697867,False
89,0.4175925992087258,0.5885582300958302,True
90,0.5898356379886,0.3847239449344536,True
91,0.1567389815994571,0.27136452649270315,True
92,0.8160244365849687,0.011187142939639072,True
93,0.23654586613792394,0.08187215372717238,True
94,0.08459732718044932,0.7935804436885795,True
95,0.09158024776318319,0.9730690616337093,True
96,0.06535901255994014,0.6771066426598344,True
97,0.7603436312044339,0.6524156842163918,False
98,0.5832804303731198,0.7348998207317508,True
99,0.4197263388322846,0.9235011026326797,False
100,0.24854349416782706,0.8978244171639235,True
101,0.7210417553543883,0.7742544977855538,False
102,0.24032897594117753,0.7717785856860891,True
103,0.7961522043958993,0.13019935473567956,True
104,0.9581419625416518,0.5745790727636457,False
105,0.7677310231628472,0.24947356798232467,True
106,0.36087017124310494,0.19079203102593145,True
107,0.9201116454258277,0.6847992936073306,False
108,0.8476169106819265,0.11506287657011982,True
109,0.15703122444395878,0.8239542770443854,True
110,0.07724085426362148,0.4315278167475701,True
111,0.3639695469622636,0.24484122076351356,True
112,0.036886583090166125,0.24167529910481045,True
113,0.7133532436075566,0.2897230233158056,True
114,0.706746107342232,0.54143472377109,True
115,0.8048170968153013,0.9944890953511172,False
116,0.7638449605888564,0.3489983656228496,True
117,0.07654860170571332,0.5514777150058022,True
118,0.43999114363569025,0.4608365870291974,True
119,0.519962229081614,0.46322203962668906,True
120,0.05159226271946127,0.2801356883766176,True
121,0.9134037421114507,0.430918861884942,False
122,0.9338916907380534,0.32835292517930303,True
123,0.04524755943599723,0.8182639732144303,True
124,0.026517316578448136,0.5289079946388286,True
125,0.07718237156986962,0.320610775645612,True
126,0.8420466073681406,0.7076540524791675,False
127,0.6765094521148699,0.04782164044516346,True
128,0.11203877504579374,0.42954833007807414,True
129,0.03081126741847595,0.37783107624017864,True
130,0.12095506438504777,0.09669637673686926,True
131,0.2008406144097411,0.0530386483466192,True
132,0.06471949076836536,0.10824568949868463,True
133,0.6928519976028907,0.2405177553530029,True
134,0.12406213622494167,0.8294345443071737,True
135,0.9893974323452982,0.7978689958836019,False
136,0.09401431963186557,0.20343565018107623,True
137,0.8105368641915683,0.9987415403906078,False
138,0.9181832175980912,0.6209068155204895,False
139,0.33864421026283986,0.7628480575623268,True
140,0.44900346316422424,0.06308987966458302,True
141,0.09783550714687994,0.9413240295510332,True
142,0.9170670620327321,0.9371566919460885,False
143,0.13810618395269036,0.309731277120358,True
144,0.9193952536314594,0.027209754050895985,True
145,0.7588193932732212,0.6363209706959515,True
146,0.6150197233920595,0.0561183591272747,True
147,0.23942896327411867,0.042448355451816466,True
148,0.058596039256050836,0.8039918164665284,True
149,0.8300970187488763,0.8886611434139358,False
150,0.622159574410517,0.37789275101193687,True
151,0.18564958811794796,0.6683375757984235,True
152,0.470608240919402,0.3067182148569162,True
153,0.9893458037777701,0.7109862474169008,False
154,0.09942369737423273,0.6354324755997419,True
155,0.43598553036513754,0.3233770879329668,True
156,0.8429032426166527,0.4927403863477775,True
157,0.29950935427092684,0.22374006312167982,True
158,0.17118005758335286,0.14879565482257662,True
159,0.7040881335528948,0.9808533689729586,False
160,0.2955604062530347,0.9982762026999995,False
161,0.3175469436903925,0.4178640633705527,True
162,0.8185761395729207,0.04935410418600372,True
163,0.5756398296202786,0.01976849459848984,True
164,0.1344231350887206,0.04534047274709985,True
165,0.7362909327517864,0.6732569951892584,True
166,0.6036394757699086,0.939270019019798,False
167,0.04530718896612185,0.9473797016246056,True
168,0.30853937694942946,0.9296373131998138,True
169,0.18147007750437383,0.19315441486716112,True
170,0.020723488565304482,0.10189806404999036,True
171,0.21058618212127744,0.159892157089235,True
172,0.4317860585452724,0.13736376009235096,True
173,0.8700228659108039,0.14676918532961758,True
174,0.4103403761807499,0.0992447909716867,True
175,0.9644200803219312,0.13114738769648182,True
176,0.4069743724394156,0.30886602133529795,True
177,0.7201772848472303,0.6101874292091217,True
178,0.2132120278300229,0.06802000491117954,True
179,0.8930527869784745,0.24290283321831774,True
180,0.5887907564834952,0.2208617981796862,True
181,0.7266095578088024,0.09954889390861121,True
182,0.5698369880380587,0.36224393061236626,True
183,0.05135323158912308,0.36819937903278566,True
184,0.8420635064861475,0.21186651918498756,True
185,0.3865136362263384,0.7003827719261927,True
186,0.16656278094868493,0.615739177529827,True
187,0.15867909893909582,0.29564965332909887,True
188,0.31512732551962386,0.14062115699519606,True
189,0.014487731942241067,0.22863167027503628,True
190,0.8745096427232115,0.8336998463370813,False
191,0.14387245358235257,0.6595005106839585,True
192,0.9920820449323607,0.41946407771784955,False
193,0.7580937514619477,0.6018694036520235,True
194,0.9213902859684485,0.5704833570620743,False
195,0.6933452786520219,0.2064204244591582,True
196,0.572263591674311,0.3842549230041823,True
197,0.7356914819058245,0.3964318405474383,True
198,0.9801052870938982,0.3621507400201329,False
199,0.28217418431978447,0.7113430468601244,True
200,0.10587746223049077,0.858007635058625,True
201,0.641674702160398,0.8231030091002606,False
202,0.6223447717019954,0.46783547855921426,True
203,0.011064619046761703,0.7694939715493944,True
204,0.20837530585660258,0.19268120640405162,True
205,0.8800974163299932,0.7837728916411856,False
206,0.04192884290348431,0.49745005886880844,True
207,0.78336656608233,0.5723433174471868,True
208,0.016452401864409105,0.401385870090894,True
209,0.734233939996176,0.41517647417482173,True
210,0.8925046007758146,0.26962642438438034,True
211,0.6108109950250282,0.6180932912799492,True
212,0.6418797495881187,0.9219970117914733,False
213,0.4757754987631422,0.980978007086091,False
214,0.5247558029393237,0.4551679486165373,True
215,0.6859885514153289,0.5969482729745278,True
216,0.7730402285032053,0.0045534528605573055,True
217,0.9948172036509013,0.8399946053206196,False
218,0.49796886896974313,0.9849545837627056,False
219,0.47922046044779676,0.4600908099201061,True
220,0.21421346239702865,0.7772811386607786,True
221,0.4144603446894757,0.7861098646999637,True
222,0.09812682809603701,0.08385521298342591,True
223,0.4627730598032047,0.5931115244942373,True
224,0.333142622443346,0.6352429054013734,True
225,0.9159878710405258,0.3111656221684822,True
226,0.9389437732826508,0.5304667645871762,False
227,0.20746007272202793,0.9703430624140289,True
228,0.777164399243309,0.2212687063061869,True
229,0.20362560036707433,0.7117658401668145,True
230,0.11194632445685326,0.4616447000668241,True
231,0.4090267845525044,0.7022952730888395,True
232,0.3601921665134554,0.40584255028049854,True
233,0.429411477276454,0.18827278432914263,True
234,0.9601253109576023,0.12644772473722155,True
235,0.2468353369531039,0.602883406457368,True
236,0.5058634195641718,0.7238051318386464,True
237,0.14337403172961993,0.018426401660101566,True
238,0.04793425464415779,0.6362912442192188,True
239,0.9848591799760951,0.5897960033374723,False
240,0.2759394165948629,0.5738527813400451,True
241,0.3999084775129341,0.8912378891293083,True
242,0.12872521918498714,0.6502538482475202,True
243,0.8794464747846978,0.6104454947881656,False
244,0.14339142475634203,0.9259979687539432,True
